date,temp,wsp,wdir,rh,P,pp
2025-09-24 19:00:00,16.33,0.434,306.8,84.9,987.3046,0.0
2025-09-24 20:00:00,16.02,0.109,333.7,86.3,987.7622,0.0
2025-09-24 21:00:00,15.62,0.0,241.9,87.8,988.0142,0.0
2025-09-24 22:00:00,15.51,0.006,312.7,89.0,987.8958,0.0
2025-09-24 23:00:00,15.44,0.043,346.1,89.5,987.8427,0.0
2025-09-25 00:00:00,15.13,0.01,321.4,90.8,987.8483,0.0
2025-09-25 01:00:00,14.25,0.0,344.4,91.2,987.3005,0.0
2025-09-25 02:00:00,14.36,0.0,273.4,92.6,986.8101,0.0
2025-09-25 03:00:00,14.46,0.141,345.8,93.0,986.2366,0.0
2025-09-25 04:00:00,14.43,0.0,284.7,93.3,986.3506,0.0
2025-09-25 05:00:00,14.27,0.0,274.3,93.8,986.9718,0.0
2025-09-25 06:00:00,15.12,0.044,268.4,93.5,987.5781,0.0
2025-09-25 07:00:00,15.43,0.064,313.1,92.6,988.2939,0.0
2025-09-25 08:00:00,15.87,1.099,272.0,90.7,988.7702,0.0
2025-09-25 09:00:00,16.24,0.427,321.7,90.1,989.1413,0.0
2025-09-25 10:00:00,16.06,1.761,299.1,89.5,989.4581,0.0
2025-09-25 11:00:00,16.2,1.276,276.4,89.2,989.489,0.0
2025-09-25 12:00:00,16.53,1.779,283.2,86.7,989.2086,0.0
2025-09-25 13:00:00,17.03,0.608,313.1,84.4,988.5985,0.0
2025-09-25 14:00:00,17.4,1.165,276.4,83.3,987.9428,0.0
2025-09-25 15:00:00,17.22,0.951,261.1,83.7,987.44,0.0
2025-09-25 16:00:00,17.81,1.003,288.0,81.5,987.1084,0.0
2025-09-25 17:00:00,17.46,0.78,267.0,82.7,987.5125,0.0
2025-09-25 18:00:00,16.8,1.058,256.2,84.8,988.0888,0.0
2025-09-25 19:00:00,16.41,0.834,230.8,86.8,988.5295,0.0
2025-09-25 20:00:00,16.36,0.331,123.5,86.4,988.7491,0.0
2025-09-25 21:00:00,16.32,0.0,322.6,87.1,988.9345,0.0
2025-09-25 22:00:00,16.25,1.288,47.64,86.7,988.8386,0.0
2025-09-25 23:00:00,16.21,0.0,149.8,87.2,988.6479,0.0
2025-09-26 00:00:00,16.08,1.003,113.6,87.0,988.0273,0.0
2025-09-26 01:00:00,15.87,0.521,74.29,88.3,987.2545,0.0
2025-09-26 02:00:00,15.79,0.363,267.2,88.5,986.3534,0.0
2025-09-26 03:00:00,15.64,0.03,304.6,89.4,985.7977,0.0
2025-09-26 04:00:00,15.68,0.417,100.0,89.2,985.5986,0.0
2025-09-26 05:00:00,15.69,0.058,0.546,89.8,985.7007,0.0
2025-09-26 06:00:00,15.46,0.957,262.1,90.6,985.8624,0.0
2025-09-26 07:00:00,15.4,0.792,278.3,91.0,986.4887,0.0
2025-09-26 08:00:00,16.03,0.099,88.4,88.3,986.9202,0.0
2025-09-26 09:00:00,16.55,1.522,268.2,87.1,987.327,0.0
2025-09-26 10:00:00,17.82,1.044,303.9,82.9,987.0974,0.0
2025-09-26 11:00:00,16.93,1.644,247.1,87.0,986.7137,0.0
2025-09-26 12:00:00,17.84,1.36,302.7,83.4,986.0438,0.0
2025-09-26 13:00:00,17.04,1.797,260.6,85.4,985.6089,0.0
2025-09-26 14:00:00,17.47,1.008,190.3,83.2,984.9116,0.0
2025-09-26 15:00:00,17.74,1.177,308.1,82.2,984.2262,0.0
2025-09-26 16:00:00,16.28,1.364,225.7,86.7,983.995,0.0
2025-09-26 17:00:00,15.76,1.218,235.7,86.3,984.4119,0.0
2025-09-26 18:00:00,15.52,0.732,244.4,86.6,984.9402,0.0
2025-09-26 19:00:00,15.47,0.408,204.4,86.6,985.4192,0.0
2025-09-26 20:00:00,15.37,0.752,277.9,87.5,985.8683,0.0
2025-09-26 21:00:00,15.12,1.354,280.0,88.7,986.3091,0.0
2025-09-26 22:00:00,15.12,0.073,258.1,89.3,986.2759,0.0
2025-09-26 23:00:00,14.98,1.026,308.9,90.2,985.9886,0.0
2025-09-27 00:00:00,14.71,0.043,326.2,92.4,985.8132,0.0
2025-09-27 01:00:00,14.4,0.131,253.3,93.9,985.2618,0.0
2025-09-27 02:00:00,14.39,0.532,254.0,94.3,984.5818,0.0
2025-09-27 03:00:00,14.35,0.224,265.6,94.4,984.3,0.0
2025-09-27 04:00:00,14.33,0.554,251.4,94.7,984.1296,0.1
2025-09-27 05:00:00,14.42,0.498,257.1,94.8,984.1841,0.1
2025-09-27 06:00:00,14.35,0.181,277.1,94.9,984.6008,0.0
2025-09-27 07:00:00,14.48,0.0,256.0,95.0,985.1695,0.1
2025-09-27 08:00:00,14.89,0.831,281.3,93.7,985.8482,0.0
2025-09-27 09:00:00,15.71,0.987,304.9,88.5,986.0117,0.0
2025-09-27 10:00:00,16.31,0.118,262.8,85.7,986.0641,0.0
2025-09-27 11:00:00,16.22,0.796,270.1,86.5,985.7828,0.0
2025-09-27 12:00:00,16.71,0.881,309.1,84.0,985.2558,0.0
2025-09-27 13:00:00,17.13,0.792,291.4,82.5,984.7438,0.0
2025-09-27 14:00:00,17.34,1.173,285.5,80.7,984.287,0.0
2025-09-27 15:00:00,16.84,1.851,301.8,82.2,984.3243,0.0
2025-09-27 16:00:00,16.64,0.868,267.6,83.0,984.0547,0.0
2025-09-27 17:00:00,16.3,0.852,284.8,84.4,983.8839,0.0
2025-09-27 18:00:00,16.07,0.588,313.0,84.8,984.5727,0.0
2025-09-27 19:00:00,15.81,0.024,212.9,86.2,984.9577,0.0
2025-09-27 20:00:00,15.91,0.469,278.7,85.6,985.2955,0.0
2025-09-27 21:00:00,15.92,0.95,270.1,85.3,985.9374,0.0
2025-09-27 22:00:00,15.51,0.841,265.6,87.3,986.3912,0.0
2025-09-27 23:00:00,15.39,0.811,281.6,88.8,986.4167,0.0
2025-09-28 00:00:00,15.35,0.0,321.0,88.3,985.8389,0.0
2025-09-28 01:00:00,15.06,0.749,282.4,91.0,985.4001,0.0
2025-09-28 02:00:00,14.68,0.815,274.2,93.2,985.2994,0.0
2025-09-28 03:00:00,14.63,0.0,325.6,94.0,985.0223,0.1
2025-09-28 04:00:00,14.56,0.194,268.3,94.2,985.0635,0.0
2025-09-28 05:00:00,14.54,0.183,259.6,94.4,985.626,0.0
2025-09-28 06:00:00,14.41,0.938,282.1,94.3,986.3115,0.2
2025-09-28 07:00:00,14.46,0.659,286.4,94.8,987.1067,0.0
2025-09-28 08:00:00,14.73,0.211,227.1,94.7,987.6854,0.1
2025-09-28 09:00:00,15.13,0.499,288.7,93.5,987.9415,0.0
2025-09-28 10:00:00,16.34,1.037,256.3,86.3,988.2795,0.0
2025-09-28 11:00:00,17.12,0.76,260.2,82.8,988.0363,0.0
2025-09-28 12:00:00,18.26,1.03,306.4,78.14,987.5602,0.0
2025-09-28 13:00:00,18.92,1.248,285.1,74.86,987.0675,0.0
2025-09-28 14:00:00,19.33,2.225,235.2,73.71,986.4341,0.0
2025-09-28 15:00:00,20.66,1.975,297.7,69.87,985.7264,0.0
2025-09-28 16:00:00,19.81,2.014,294.6,71.06,985.6508,0.0
2025-09-28 17:00:00,18.57,1.38,353.9,74.47,986.0563,0.0
2025-09-28 18:00:00,17.43,0.288,299.3,78.16,986.6788,0.0
2025-09-28 19:00:00,16.06,0.393,316.7,84.9,987.791,0.0
2025-09-28 20:00:00,15.26,0.011,339.6,88.5,988.341,0.0
2025-09-28 21:00:00,15.13,0.26,348.3,90.6,989.0638,0.0
2025-09-28 22:00:00,14.84,0.0,219.1,90.9,989.0857,0.0
2025-09-28 23:00:00,15.1,0.0,279.6,91.7,988.7051,0.0
2025-09-29 00:00:00,15.29,0.0,343.5,90.9,988.1053,0.0
2025-09-29 01:00:00,15.3,0.0,297.9,91.7,987.5656,0.0
2025-09-29 02:00:00,15.3,0.0,263.9,91.3,986.9487,0.0
2025-09-29 03:00:00,15.36,0.0,289.0,91.1,986.9178,0.0
2025-09-29 04:00:00,15.23,0.0,293.5,91.5,986.8151,0.0
2025-09-29 05:00:00,15.0,0.178,278.9,92.7,986.8937,0.0
2025-09-29 06:00:00,15.22,0.0,314.0,92.6,987.778,0.0
2025-09-29 07:00:00,15.53,0.0,32.17,92.1,988.9296,0.0
2025-09-29 08:00:00,16.19,1.113,262.0,88.6,989.5215,0.0
2025-09-29 09:00:00,16.11,0.974,288.0,88.5,989.3151,0.0
2025-09-29 10:00:00,16.91,0.818,331.2,86.0,989.3651,0.0
2025-09-29 11:00:00,17.93,1.088,318.9,82.2,989.0441,0.0
2025-09-29 12:00:00,20.16,1.715,327.9,74.62,988.132,0.0
2025-09-29 13:00:00,22.27,1.366,328.1,67.38,987.0403,0.0
2025-09-29 14:00:00,23.59,2.388,278.5,62.99,986.173,0.0
2025-09-29 15:00:00,22.28,1.918,310.5,66.96,985.7806,0.0
2025-09-29 16:00:00,19.88,2.413,307.1,72.95,985.8018,0.0
2025-09-29 17:00:00,18.88,0.983,306.1,75.74,986.0367,0.0
2025-09-29 18:00:00,17.41,0.272,340.2,80.4,986.6366,0.0
2025-09-29 19:00:00,16.63,0.416,317.5,83.5,986.9445,0.0
2025-09-29 20:00:00,16.21,0.289,254.3,85.0,987.1826,0.0
2025-09-29 21:00:00,15.93,0.047,304.4,85.8,987.3678,0.0
2025-09-29 22:00:00,15.33,0.084,314.7,88.3,987.5812,0.0
2025-09-29 23:00:00,15.41,0.078,291.5,88.5,987.4944,0.0
2025-09-30 00:00:00,15.28,0.0,321.0,89.0,987.0646,0.0
2025-09-30 01:00:00,14.87,0.043,316.1,90.4,986.5428,0.0
2025-09-30 02:00:00,14.32,0.0,305.2,91.4,985.9359,0.0
2025-09-30 03:00:00,13.93,0.0,319.4,92.6,985.5488,0.0
2025-09-30 04:00:00,13.65,0.0,209.7,92.9,985.1631,0.0
2025-09-30 05:00:00,13.32,0.0,19.49,92.5,985.2654,0.0
2025-09-30 06:00:00,13.56,0.0,203.2,93.3,985.9992,0.0
2025-09-30 07:00:00,15.05,0.0,48.26,93.6,986.7147,0.0
2025-09-30 08:00:00,18.05,0.493,307.9,80.3,987.3372,0.0
2025-09-30 09:00:00,20.5,0.969,212.2,72.55,987.4093,0.0
2025-09-30 10:00:00,21.76,1.562,267.8,69.14,987.3882,0.0
2025-09-30 11:00:00,22.53,2.922,275.1,65.69,987.144,0.0
2025-09-30 12:00:00,22.32,2.956,254.2,66.07,986.5544,0.0
2025-09-30 13:00:00,23.02,2.904,288.3,63.41,985.8569,0.0
2025-09-30 14:00:00,22.51,2.252,329.3,64.79,985.4465,0.0
2025-09-30 15:00:00,21.49,2.546,268.7,67.37,985.4021,0.0
2025-09-30 16:00:00,21.74,1.963,314.2,66.39,985.2045,0.0
2025-09-30 17:00:00,19.78,1.381,312.9,71.52,985.6681,0.0
2025-09-30 18:00:00,17.57,0.827,307.9,78.37,986.3878,0.0
2025-09-30 19:00:00,16.65,0.334,318.2,82.3,987.0383,0.0
2025-09-30 20:00:00,16.25,0.079,314.8,84.1,987.5652,0.0
2025-09-30 21:00:00,15.81,0.233,335.1,86.5,987.9001,0.0
2025-09-30 22:00:00,15.49,0.001,327.3,87.8,988.1703,0.0
2025-09-30 23:00:00,15.13,0.0,278.2,88.8,987.9454,0.0
2025-10-01 00:00:00,14.5,0.0,323.4,90.3,987.3434,0.0
2025-10-01 01:00:00,14.34,0.0,329.2,91.0,986.6685,0.0
2025-10-01 02:00:00,14.73,0.0,240.8,90.9,986.1925,0.0
2025-10-01 03:00:00,14.97,0.0,98.8,90.8,985.7159,0.0
2025-10-01 04:00:00,14.84,0.0,98.9,90.6,985.8289,0.0
2025-10-01 05:00:00,14.74,0.0,350.7,91.1,986.1907,0.0
2025-10-01 06:00:00,14.54,0.0,350.7,91.5,986.5623,0.0
2025-10-01 07:00:00,16.12,0.44,275.9,88.0,987.4333,0.0
2025-10-01 08:00:00,17.9,0.956,309.7,80.5,988.0423,0.0
2025-10-01 09:00:00,18.63,1.137,300.4,78.38,988.1878,0.0
2025-10-01 10:00:00,20.84,0.97,264.8,71.72,987.8579,0.0
2025-10-01 11:00:00,21.52,1.818,253.7,68.74,987.2804,0.0
2025-10-01 12:00:00,22.62,2.653,271.3,64.84,986.9409,0.0
2025-10-01 13:00:00,23.12,1.896,273.1,63.91,986.209,0.0
2025-10-01 14:00:00,22.44,2.32,289.4,64.28,985.5862,0.0
2025-10-01 15:00:00,22.76,2.001,302.8,63.75,985.0753,0.0
2025-10-01 16:00:00,21.97,1.634,329.4,65.66,984.6076,0.0
2025-10-01 17:00:00,20.37,1.474,289.9,69.91,984.8421,0.0
2025-10-01 18:00:00,17.9,0.846,309.7,77.17,985.1901,0.0
2025-10-01 19:00:00,16.88,0.22,351.0,81.3,985.8539,0.0
2025-10-01 20:00:00,16.52,0.025,349.7,82.9,986.407,0.0
2025-10-01 21:00:00,16.1,0.0,338.3,84.7,986.595,0.0
2025-10-01 22:00:00,15.9,0.001,25.32,86.1,986.6375,0.0
2025-10-01 23:00:00,15.81,0.123,275.1,86.9,986.2909,0.0
2025-10-02 00:00:00,15.51,0.0,20.71,88.0,985.6205,0.0
2025-10-02 01:00:00,15.19,0.234,278.5,89.4,985.2639,0.0
2025-10-02 02:00:00,14.93,0.0,228.7,90.5,984.784,0.0
2025-10-02 03:00:00,14.38,0.0,285.5,91.2,984.3397,0.0
2025-10-02 04:00:00,13.92,0.0,319.9,92.3,984.0642,0.0
2025-10-02 05:00:00,13.72,0.0,343.5,92.6,984.402,0.0
2025-10-02 06:00:00,13.36,0.0,312.7,93.7,984.8129,0.0
2025-10-02 07:00:00,14.99,0.161,292.8,93.5,985.6564,0.0
2025-10-02 08:00:00,16.04,0.337,118.3,87.9,986.2414,0.0
2025-10-02 09:00:00,17.62,1.003,289.7,81.5,986.4787,0.0
2025-10-02 10:00:00,19.04,1.207,222.0,75.71,986.6711,0.0
2025-10-02 11:00:00,20.46,1.959,331.1,71.39,986.3536,0.0
2025-10-02 12:00:00,22.8,1.838,329.0,64.28,985.5953,0.0
2025-10-02 13:00:00,22.55,2.167,259.8,63.88,984.7086,0.0
2025-10-02 14:00:00,22.7,1.899,322.9,62.65,984.2664,0.0
2025-10-02 15:00:00,21.77,2.115,276.0,64.62,983.9493,0.0
2025-10-02 16:00:00,21.41,1.402,298.6,65.32,983.8661,0.0
2025-10-02 17:00:00,19.96,1.281,288.0,70.0,984.1217,0.0
2025-10-02 18:00:00,17.83,0.613,304.7,76.32,984.7015,0.0
2025-10-02 19:00:00,16.39,0.44,335.3,81.5,985.5302,0.0
2025-10-02 20:00:00,15.66,1.037,327.0,84.6,986.4885,0.0
2025-10-02 21:00:00,15.54,0.029,322.6,85.6,987.0317,0.0
2025-10-02 22:00:00,15.45,0.389,297.4,86.5,987.3885,0.0
2025-10-02 23:00:00,15.2,0.314,349.7,87.5,987.3358,0.0
2025-10-03 00:00:00,14.75,0.006,301.2,88.7,987.0737,0.0
2025-10-03 01:00:00,14.86,0.155,339.8,88.3,986.4144,0.0
2025-10-03 02:00:00,15.04,0.545,293.7,87.4,986.3107,0.0
2025-10-03 03:00:00,15.01,0.057,304.4,87.7,986.1496,0.0
2025-10-03 04:00:00,14.9,0.636,251.5,88.1,985.737,0.0
2025-10-03 05:00:00,14.85,0.78,284.2,88.4,986.2726,0.0
2025-10-03 06:00:00,14.89,0.309,315.3,88.6,986.924,0.0
2025-10-03 07:00:00,15.35,0.504,275.3,87.6,987.7057,0.0
2025-10-03 08:00:00,15.7,1.025,293.9,85.7,988.5297,0.0
2025-10-03 09:00:00,16.39,1.022,246.9,82.9,989.0889,0.0
2025-10-03 10:00:00,17.18,1.252,256.0,80.2,989.1681,0.0
2025-10-03 11:00:00,19.21,2.36,255.7,73.6,988.7173,0.0
2025-10-03 12:00:00,19.77,1.398,316.2,70.95,988.0068,0.0
2025-10-03 13:00:00,21.13,1.655,313.4,66.67,987.1098,0.0
2025-10-03 14:00:00,21.38,2.502,267.3,65.05,986.074,0.0
2025-10-03 15:00:00,21.82,1.948,271.4,62.76,985.4769,0.0
2025-10-03 16:00:00,21.15,2.105,270.4,64.44,985.3488,0.0
2025-10-03 17:00:00,19.62,1.439,335.6,68.02,985.7541,0.0
2025-10-03 18:00:00,18.23,0.839,354.3,72.38,986.1409,0.0
2025-10-03 19:00:00,16.74,0.598,8.3,76.59,986.6133,0.0
2025-10-03 20:00:00,16.48,0.028,351.1,78.28,987.1354,0.0
2025-10-03 21:00:00,16.23,0.137,315.1,79.95,987.4272,0.0
2025-10-03 22:00:00,16.3,0.79,277.9,80.6,987.8443,0.0
2025-10-03 23:00:00,16.11,0.144,290.9,81.9,987.7723,0.0
2025-10-04 00:00:00,15.62,0.0,286.4,84.4,987.1989,0.0
2025-10-04 01:00:00,15.46,0.0,317.2,85.4,986.6459,0.0
2025-10-04 02:00:00,15.29,0.307,331.8,86.6,986.2653,0.0
2025-10-04 03:00:00,15.13,0.003,322.7,87.4,986.1927,0.0
2025-10-04 04:00:00,15.13,0.033,298.2,86.4,985.9999,0.0
2025-10-04 05:00:00,14.73,0.013,268.9,88.3,986.0905,0.0
2025-10-04 06:00:00,14.68,0.0,323.7,89.1,986.3934,0.0
2025-10-04 07:00:00,15.58,0.429,277.3,86.9,986.764,0.0
2025-10-04 08:00:00,16.97,0.429,266.4,82.7,987.221,0.0
2025-10-04 09:00:00,19.12,0.68,257.2,74.76,987.588,0.0
2025-10-04 10:00:00,21.1,1.414,326.6,69.35,987.5074,0.0
2025-10-04 11:00:00,22.0,2.044,280.3,65.67,986.7874,0.0
2025-10-04 12:00:00,23.24,2.187,286.7,61.14,986.1196,0.0
2025-10-04 13:00:00,24.1,1.84,287.9,58.55,985.491,0.0
2025-10-04 14:00:00,24.15,1.664,294.6,58.52,984.5577,0.0
2025-10-04 15:00:00,22.25,2.492,282.1,61.93,984.0715,0.0
2025-10-04 16:00:00,22.31,1.288,318.4,62.98,983.6924,0.0
2025-10-04 17:00:00,21.7,1.04,295.2,64.18,984.0203,0.0
2025-10-04 18:00:00,17.72,1.186,335.2,76.76,984.7727,0.0
2025-10-04 19:00:00,17.07,0.385,324.2,78.88,984.7642,0.0
2025-10-04 20:00:00,16.39,0.531,351.3,81.5,985.2001,0.0
2025-10-04 21:00:00,16.29,0.069,330.6,82.7,985.6131,0.0
2025-10-04 22:00:00,15.75,0.515,336.8,84.1,985.8436,0.0
2025-10-04 23:00:00,15.03,0.039,343.2,86.9,986.0526,0.0
2025-10-05 00:00:00,14.3,0.0,339.8,88.8,985.5695,0.0
2025-10-05 01:00:00,14.77,0.005,342.5,89.3,985.0717,0.0
2025-10-05 02:00:00,14.83,0.009,277.5,88.7,984.2992,0.0
2025-10-05 03:00:00,14.57,0.213,276.3,90.0,984.3501,0.0
2025-10-05 04:00:00,14.71,0.543,307.0,90.8,984.4831,0.0
2025-10-05 05:00:00,14.74,0.85,259.8,90.3,984.8309,0.0
2025-10-05 06:00:00,14.71,0.643,267.7,90.4,985.682,0.0
2025-10-05 07:00:00,15.0,0.331,271.4,89.6,986.391,0.0
2025-10-05 08:00:00,15.81,0.767,259.0,86.6,986.8328,0.0
2025-10-05 09:00:00,17.44,1.298,293.0,80.5,987.0981,0.0
2025-10-05 10:00:00,18.47,1.924,275.3,76.22,987.1379,0.0
2025-10-05 11:00:00,18.9,2.064,277.6,74.75,986.9885,0.0
2025-10-05 12:00:00,18.3,2.222,263.6,75.76,986.7022,0.0
2025-10-05 13:00:00,19.79,1.955,296.0,70.5,985.9955,0.0
2025-10-05 14:00:00,19.86,1.526,265.0,69.73,985.0767,0.0
2025-10-05 15:00:00,18.83,2.235,279.0,72.66,985.2013,0.0
2025-10-05 16:00:00,18.75,1.672,276.1,71.84,984.9707,0.0
2025-10-05 17:00:00,17.35,1.624,266.6,75.78,985.1713,0.0
2025-10-05 18:00:00,16.17,1.081,223.1,80.3,985.564,0.0
2025-10-05 19:00:00,15.88,0.669,260.5,82.0,986.0941,0.0
2025-10-05 20:00:00,15.74,0.639,265.0,82.8,986.6965,0.0
2025-10-05 21:00:00,15.78,0.714,299.6,83.1,986.9647,0.0
2025-10-05 22:00:00,15.64,0.604,313.3,84.2,987.3211,0.0
2025-10-05 23:00:00,15.47,0.957,275.4,85.0,986.7982,0.0
2025-10-06 00:00:00,15.05,1.411,266.0,86.2,986.3192,0.0
2025-10-06 01:00:00,15.0,0.568,285.5,87.2,985.8594,0.0
2025-10-06 02:00:00,14.9,0.604,279.7,88.4,985.2788,0.0
2025-10-06 03:00:00,14.76,0.122,320.4,89.1,984.9965,0.0
2025-10-06 04:00:00,14.75,0.0,248.8,88.5,984.5771,0.0
2025-10-06 05:00:00,14.94,0.0,240.9,87.7,984.5046,0.0
2025-10-06 06:00:00,15.15,0.112,266.7,86.5,984.674,0.0
2025-10-06 07:00:00,15.59,0.822,265.8,84.7,985.0307,0.0
2025-10-06 08:00:00,16.03,0.449,330.2,82.7,985.3292,0.0
2025-10-06 09:00:00,16.43,0.66,277.8,82.5,985.8698,0.0
2025-10-06 10:00:00,16.94,1.264,241.7,81.2,986.1883,0.0
2025-10-06 11:00:00,18.92,1.519,271.9,74.74,985.62,0.0
2025-10-06 12:00:00,19.71,2.663,293.0,71.0,985.0786,0.0
2025-10-06 13:00:00,20.49,2.848,273.9,68.37,984.51,0.0
2025-10-06 14:00:00,20.96,2.577,285.9,66.15,984.1306,0.0
2025-10-06 15:00:00,20.95,2.351,283.6,66.45,983.2717,0.0
2025-10-06 16:00:00,19.82,1.823,306.7,68.83,982.9182,0.0
